,sample,imageHash,MeanIntensity_r_mean,MeanIntensity_g_mean,MeanIntensity_b_mean,StdIntensity_r_mean,StdIntensity_g_mean,StdIntensity_b_mean,Area_mean,Solidity_mean,Perimeter_mean,Eccentricity_mean,Orientation_mean,MajorAxisLength_mean,MinorAxisLength_mean,MeanIntensity_r_std,MeanIntensity_g_std,MeanIntensity_b_std,StdIntensity_r_std,StdIntensity_g_std,StdIntensity_b_std,Area_std,Solidity_std,Perimeter_std,Eccentricity_std,Orientation_std,MajorAxisLength_std,MinorAxisLength_std,Predictions,Sample,Color
0,BAP001,4541fbce9254860406a65c24f74f563afbf345e9,113.1317608733222,71.41898917561431,62.192888508708975,40.31931652845642,28.81527881928772,23.394155816508917,1512.6603773584907,0.9570212979921747,147.75513207547172,0.6085656607136974,-4.981655953594306,49.817220118669766,38.95130254866383,8.004668561471252,6.4546003979052475,5.018077593206359,6.288301880085987,6.038675522729913,4.245415205350548,103.08826378702906,0.014449289329944921,9.592932334311671,0.09396520139466981,48.06086319492504,2.860007602902456,2.2134160790638155,dark brown,BAP001,light brown
1,BAP001,9312a29580002dbd542dd3c2e6cc564a8056c73b,111.17104354386146,69.82889064372733,60.55305565062623,41.4335737291437,29.19638441230814,23.788719639325375,1525.7307692307693,0.9283396217989368,168.59676923076918,0.611178929164707,-0.6961789819916289,50.07314447303658,39.20029738059226,8.193100616054288,6.549362631543167,5.249120310238464,6.3939019729684325,6.069943087157595,4.2437303096952474,108.47844556564156,0.019898242547920785,14.235527382828856,0.07856601270121653,49.955819291471656,2.7425816035363795,2.1380320980431926,dark brown,BAP001,light brown
2,BAP002,9a64df2d5b49a9faa1382b7c419cae36572f1d9f,112.52705544233322,64.81908909976484,54.42810453008858,44.08184332307428,28.052409947849807,21.594051904976368,1655.1041666666667,0.9317406569195676,174.28077083333335,0.3705957516222136,-11.205894327911102,48.024074074679625,44.261942155225995,8.780815099195033,7.589533916580729,4.85844291889513,4.61931971533455,5.144857166004515,3.062128300636656,138.22156736340813,0.020724704159378673,21.40620004760957,0.10451552197981426,33.68474863857835,2.0569578734624154,2.1993777252241067,dark brown,BAP002,dark brown
3,BAP002,ee257342ab81dece599c06745e8011ffa7d53332,113.24794595129787,64.59935955703257,53.75706829596311,43.81940407212823,28.165257954970006,21.720384596846994,1635.1458333333333,0.9298277494280406,172.31460416666664,0.37410065919944313,-13.102393647300453,47.75759789456358,43.95355116960443,8.929714720030058,7.706955951971109,5.0112875539512745,4.811905188785222,5.243149268568465,3.221850694466565,146.00553612111486,0.019241717698764357,13.488762875216237,0.1046825118604965,29.99733693479618,2.1471522192349295,2.326108418869837,dark brown,BAP002,dark brown
4,BAP003,553d91eaf4d09f9866fea067754d98e3fc31fe06,110.45872886874238,62.73498590199315,54.40505302986321,39.92658183282735,24.93007396404841,20.565194555235145,1608.8163265306123,0.9423800929557627,160.53906122448979,0.6817892797830196,-7.6209483398442135,53.48989791077804,38.66104388076747,5.155718692062506,4.974641915510421,3.7993327443273346,3.712768315258678,3.2928260380214454,2.389264012434167,143.90429016499525,0.042976638372413827,20.97904321123043,0.07138102726219699,46.86314881022428,3.2373066225414235,2.565894759721982,dark brown,BAP003,light brown
5,BAP003,860a009db32c108e0c1cb7023deac918dc9df4ec,110.3875765267839,63.331646976318765,55.249761038638184,39.93083599082967,24.899383910951446,20.462997475282307,1608.2553191489362,0.9442937952305822,159.55212765957447,0.681643953622289,-9.088207906282111,53.48769576383163,38.66912579316321,5.144649626615454,4.991557386318463,3.750892843692534,3.776453865122446,3.3362347481488266,2.398478949590681,132.81393786292458,0.03903813418478359,21.190279336871733,0.0706927231468587,46.87054601342251,3.18377229874789,2.390662587281273,dark brown,BAP003,light brown
6,BAP004,5351843a3c9535f9a2bf857c4c625a7a0f18beba,122.73465480655432,86.05437795165928,69.05957312788813,50.167775750160224,39.086344677489286,29.694056164007637,1401.8541666666667,0.9136557806952044,167.90712500000004,0.6711640363615254,-0.5013840944410077,50.069150195490714,36.471629387273886,11.913107685705743,8.80451044247034,7.324490426105989,5.457780938577651,5.375906383815094,5.447863119292255,159.06548759542918,0.05549735939148278,21.83051481505705,0.07818515979254793,40.95235933039308,3.719597214673589,3.0525075535975654,light brown,BAP004,yellow
7,BAP004,a23db8cc69bd12566752b22d43b6d85507b66f76,121.39178340171657,84.64030711803325,67.54457810070626,50.78422372684229,39.44472956709391,29.845952533705272,1411.3720930232557,0.9100135916821832,171.57799999999997,0.6749651681072326,-0.1799459349227249,50.313907018413396,36.462819311869126,12.191238228386943,8.60854664871841,6.837818616282134,5.853091711833146,5.419858147491891,5.274753331762451,159.57951044867497,0.0443629409993709,20.44966543212173,0.07827500062654552,38.97404229825678,3.661732720653395,3.1479103346455215,light brown,BAP004,yellow
8,BAP005,5d3c295a6c05a5dde029535a5c97392f72420978,105.17015382647513,61.678540706634514,59.67607967555523,37.07652334123849,22.333173602819446,19.88644666969776,1448.4117647058824,0.9256067398859503,161.754431372549,0.5613277830146286,6.598685717526441,47.84154275620663,39.20460045898771,6.837615062283163,4.490441538975664,3.5244809452225967,5.092174676557466,3.5082656161337025,2.569248748728821,185.99614796770265,0.01909487159340368,16.552677073216774,0.08012743846557152,50.62272599226987,3.7394699162350413,2.668180266496339,dark brown,BAP005,dark brown
9,BAP005,7ec2c0ad83d8714d10e2652fc2bf7caa17258ad3,104.23304455388676,61.45941927893596,59.63250287419015,36.77963102033193,22.207576955583963,19.85733952203935,1424.1818181818182,0.9131837069156906,169.92587272727275,0.5703052208787455,3.0357375007186596,48.117213298964145,38.699046824836444,7.178203189490747,5.690265116772198,5.872909824370873,6.083588409240183,3.788944014474661,2.9519941098980067,213.83500829941482,0.061928554014065496,39.60045135968666,0.09736124606729378,51.32443242645777,4.653076887048088,3.908103991032358,dark brown,BAP005,dark brown
10,BAP006,07d06ed93dc39ce42b81c9562dba5f43d3f0d1b4,108.37130759910839,59.332624054173145,53.572364113316304,38.55403126921593,22.345439982941237,18.42882102400792,1566.7073170731708,0.9249941286727688,176.03870731707315,0.67602090600304,5.132172152747891,52.56068556986073,38.364155640229065,5.956914993548294,4.74732626832729,4.249223050840969,4.813012412372729,4.339242991783087,2.783008535993261,148.65820594612978,0.011950600484738536,13.72215404964524,0.060402250349633826,48.006117995222546,3.6134947875604353,1.8935986607710544,dark brown,BAP006,dark brown
11,BAP006,236fbef945054d78dd4bb1d2e8be4e060b3e1eb0,109.80961985886097,60.50648952169077,55.388730971940944,36.95640784555249,21.71625160612166,17.9143508443875,1542.904761904762,0.9629420799759716,147.6839523809524,0.6805458268444022,3.379744781096185,52.19161711589349,37.84388852781721,5.892201861625309,4.5695090590864345,3.7172062167309075,4.518364172753413,4.311692980642148,2.760227655794265,155.70669887430077,0.008708754212839806,8.221745212492332,0.0634131146439951,46.70294782765519,3.7190614717387973,2.006031484568911,dark brown,BAP006,dark brown
12,BAP007,71dd83b0bc6ad44550f8e3064796cf3d634c68fb,149.09189782359383,118.88574248010462,105.92623802748594,60.37781418047168,52.45907571505415,44.33677019720729,1556.2121212121212,0.9376599886916269,160.41981818181824,0.4862020415833145,-16.099928901048646,47.97376388039715,41.64429946868816,4.6894464271465335,5.797424806263324,6.086490919928424,3.636404506366921,4.678011958733659,4.85842871701756,175.76720356336344,0.045347622129495536,17.391440370291615,0.08394223861880137,39.13044167867842,2.795540889821495,2.8152088153416637,cream,BAP007,cream
13,BAP007,956b99d8ae9362edb602a1af592e1f6884dc9223,149.44233666766775,119.33271710168233,106.52385867454788,59.902124269442126,52.12475687265396,44.00089539587497,1555.1818181818182,0.9388428744735056,157.98257575757577,0.49144926534830585,-11.417269282322687,48.02058387322566,41.54945149431553,4.6282587791896725,5.9422715220745115,6.201412530245049,3.4137285689468775,4.536990040004418,4.777297686980886,178.55521809538612,0.042432775089589675,15.217864253547342,0.08174105684572557,40.41690751196262,2.839510794361945,2.827658124725225,cream,BAP007,cream
14,BAP008,0c908f4499d2d707af51588be75f9054f5b5fe3b,168.8535510462064,148.30641608971817,139.08783364754458,58.52319032240372,55.643998149495886,50.42987686796834,2672.346153846154,0.9282818738004265,221.87811538461534,0.3430876252025331,-7.242115330701089,60.42603084608873,56.48528309571468,7.574483394778151,9.428137246537974,9.856878090620503,3.4717907478348344,3.7952325762664127,4.157447773047542,390.2115264630396,0.041546706989995796,27.95461723340446,0.08296805531717585,23.275574418955998,4.622481449801515,4.253674702374345,white,BAP008,white
15,BAP008,42ba1dfae48fb4c2b4420fd238ce2e0d932fb65d,218.06018844246856,184.52204808592796,155.21851703524592,25.443518310785294,28.13611684367061,27.051234524697012,300.3333333333333,0.7864916512941743,83.51666666666667,0.7563194828958429,-33.49440969958774,26.895780633337896,16.722414983251117,11.403746992378398,13.790404346524568,14.015319455591568,5.915287569619841,5.407998780181631,5.120165418822283,74.5189014053929,0.07685745546640556,11.742223497560701,0.10489920508536017,36.01550937465671,3.6892085843834153,3.37479306994398,white,BAP008,white
16,BAP009,2e6480df8b6d126a17aa15752cd23c18b7f32069,154.09899487610784,133.5098925953911,125.46681098399625,57.975892597629176,53.375916001537156,47.732185793499795,1985.3548387096773,0.9363494762293093,186.77474193548386,0.4446877145992492,-3.71236708537303,53.67702092442444,47.516917228796025,17.557077041761772,19.1481150650027,19.16014541490515,5.957398729175733,6.4488406934821505,6.272411035390798,268.6770736264505,0.03274931290893948,24.88116637936914,0.11303185422475336,37.9071001291862,3.587167932375685,4.083898188429361,white,BAP009,white
17,BAP009,c4e0142a0b200b9885ce05fbd2b46859d631b85c,154.39570892473748,133.73364596017475,125.79684254938158,57.28002244542387,52.753959977678186,47.12876010300785,1967.8620689655172,0.9354739559649758,185.91948275862066,0.43745789363772203,-4.678842067248517,53.33811842098179,47.377047895416375,17.985730048471574,19.63553604169886,19.65879704210617,6.068121462904834,6.509308555106522,6.387366884034501,269.55528509776605,0.03346460525104073,21.36437484896742,0.11632804998987722,39.65270443208199,3.6894646477099897,4.0883259422323865,white,BAP009,white
18,BAP010,4a35bcdb96d87a315db49829595a144c6fe817e8,166.15686178207397,138.645518347621,125.31544916331765,58.00876434892416,52.24836543202401,45.872363001108184,2569.8823529411766,0.918974356497676,230.13800000000006,0.44771476323062165,6.320836105038014,61.217796997023285,54.12491802233823,5.860172091878497,7.094001960358264,8.247068323034352,3.8512835391488545,4.232302367944854,4.757318074611215,371.1337065856358,0.07429845590234727,32.72078660701509,0.11377487394783381,42.703019997082784,4.293724026554867,4.500383969518754,white,BAP010,white
19,BAP010,bd55b6bff7977d76c18dd44f4b0c228e6d3611f3,167.22651089613254,139.6637077514942,126.10013426496432,57.65243874146387,52.116900160908685,45.74429640976282,2593.0,0.9266324853415164,223.85653846153843,0.4596952873299732,4.181888432909009,61.481843276860054,54.13250142671206,5.83640006773922,6.93864120889396,8.00259227826729,3.746017200291872,4.182183407256423,4.7641146386444255,352.5906378432883,0.05834230409158592,28.873217311883888,0.10152358912701827,43.77987692945408,4.037859522605053,4.233629098503917,white,BAP010,white
20,BAP011,392324f09dad86423bfeb13e7f3c3845e27a108c,114.0166789541642,65.09923096746206,56.84873178601267,42.01466302076974,26.106074191629887,20.541697212805357,1942.2777777777778,0.929001462426472,194.04977777777776,0.6479485659009232,7.67400833431329,57.7187677387368,43.19675045760913,13.121690506759101,10.743345730719826,7.322604654510876,6.440597221120367,7.277141513520292,4.74292693516583,275.9149070777301,0.021234519598998674,21.188557532325166,0.0867116178387521,39.64068466252866,5.708867337613466,2.987072974064382,dark brown,BAP011,light brown
21,BAP011,6745ce16406daf25ccd2719d881f21479417edb9,112.5785974766079,64.77932736669713,57.29976771693482,41.352986214976546,25.11725131814416,19.72182893439343,1957.7368421052631,0.9210727959650461,203.31500000000003,0.6413515311435269,3.6707145117237783,57.83339769205071,43.54310761888073,12.86134976511513,10.396952058271818,7.3135358716980114,6.08035472802476,6.612921128479436,4.29905114734417,270.03000699619025,0.018190926950339064,17.215908650625057,0.09348342427060835,35.6171087725419,5.429024077230512,3.227133457746562,dark brown,BAP011,light brown
22,BAP012,6450d0b085bc4a15d0abcb5189974423bc4c5dcc,144.48227547109124,119.92404974251986,111.87038430571559,50.917545311152935,46.12159491330388,41.78234441578387,1965.4,0.9218253273132336,202.26306666666662,0.46186057203658365,-6.894310028032351,53.78476092558276,46.9608933969395,17.563642370109967,18.066811021936232,17.818541519904848,6.653805886751594,7.309866754991245,7.326154347973793,344.3866712147043,0.02886656400130948,26.205562310231056,0.135905845779974,47.54208024579441,3.5692720426344944,5.749139552832152,chalky white,BAP012,chalky white
23,BAP012,6dd91428dc5c1cf1280b7999e959abdc3c7810fd,144.93181566894054,120.30291360616683,112.3035267367959,49.82915419712665,45.30437441170215,40.96963775530458,1950.0666666666666,0.926264302368316,193.68859999999998,0.4884056281824168,-2.6502515310473496,54.198316336407444,46.32124206000952,17.72147933807376,18.222519513973925,17.93620843215307,6.4069531299468565,7.133522240573046,7.231281432885333,337.8535627828386,0.02695207464662837,21.45294026243136,0.13553514845045228,47.68195330809618,4.116428346623318,5.978950945030467,chalky white,BAP012,chalky white
24,BAP013,04c528ede56b050f8bfb10d3fc0a68fa75cd08eb,133.889658681808,94.96137443569397,75.58873618322033,50.2987947218841,39.88451084182146,29.77677459317829,2013.5483870967741,0.9270469899743585,197.88922580645158,0.7195365653053994,-4.0825512708391924,61.068222235286065,42.2220681395212,9.022992576317648,10.471864117738017,7.993589173800833,5.828981311935549,6.400167128828025,5.286562704081292,266.45848190786717,0.011876389806159678,18.317750454517565,0.042756589350643165,50.16800269595348,3.8130318265241248,3.527685406065628,light brown,BAP013,yellow
25,BAP013,e2bf0b071a6be12c064d6be8919a0f543b0c0af9,133.91657057683915,94.57349097356202,74.79063578881322,50.88827262399719,40.358004192821696,30.15677987714299,2008.46875,0.9276201665423556,197.614625,0.7217881223523637,-4.788118687833194,61.12982602734369,42.07084340423125,9.305872313851658,10.537550994455096,8.165028175435904,5.881174423992225,6.3548108539144925,5.178593113697485,259.1601801819398,0.016785686515276496,17.065494347914736,0.04630873193724181,49.40299109059636,3.8875967080840335,3.3997910992075724,light brown,BAP013,yellow
26,BAP014,1a7c3bc997c7836c6eb3b237bfc08ba6b663c282,102.77406905804362,59.78622239189491,55.48659394255708,37.312660000153954,22.433005783706896,18.962466327207437,1572.2285714285715,0.9224927140656934,174.52697142857144,0.4270382789681708,-3.0577440407323486,47.500239184536895,42.582757192110535,8.665702114809864,5.836794075851266,3.9971620070903504,6.237743732959552,5.213491314844686,3.5367430416581302,235.60386565717684,0.029186718291649285,25.79056041346012,0.10700248416591672,51.40983824654693,3.0914581907189413,3.8278824819958004,dark brown,BAP014,dark brown
27,BAP014,8a867b186fd7220dd10fe11e60e6fa21b0ae984b,103.04774674276513,59.38985345264276,54.70541003470618,36.99830245226619,22.412888992888227,19.174842606298625,1554.0277777777778,0.9336540622035461,166.57408333333333,0.4147478552718297,4.774269261357795,47.111948142512624,42.34219788128498,8.602921213530689,5.942528634364053,4.089425008546227,6.232439668766039,5.254028335553809,3.526949823553794,238.84094960108746,0.022743001295379154,21.84254828719789,0.12704850956067754,44.689983192568235,3.4975230896700378,3.677780254765211,dark brown,BAP014,dark brown
28,BAP015,7c7b33c3161e85911ede032baba25b0a0f10a490,146.94882273674014,120.49156531691551,114.77126240730288,47.96840697526929,43.65873433649541,40.07727328687904,2911.5882352941176,0.9349347085092449,237.40982352941177,0.5833878076591703,-16.176693044386713,68.14355270833838,54.86111946157858,10.566744304632977,13.092846667731429,11.98329882820126,5.836728546375897,6.11955766346041,6.152387763704261,256.9919888886445,0.015618276364166163,23.172476268288897,0.08518841046184225,56.403870469016134,3.2731477377905467,3.4910324477578123,chalky white,BAP015,chalky white
29,BAP015,c93f4e6e087d06f72605845a5fe76699b067f360,144.06223007722906,117.36287755401511,111.94380153950893,47.99235034930081,43.27345856318351,39.43651695196565,3001.4210526315787,0.9610367499774914,210.12563157894738,0.5682459870081245,-11.505467038296363,68.60104819943739,55.968676981101815,12.11315647847674,14.874837004107054,13.518610882955429,5.55511289567406,6.325964644559748,6.488480975211103,267.4460102918954,0.011283734049889815,12.247551670120878,0.08394695048873732,53.91399781911284,3.6737077120717303,3.161827680978737,chalky white,BAP015,chalky white
30,BAP016,d8171589189cbb0702747e1e75e47f9711956e57,126.30389828234912,78.33886632429702,63.866074135793106,48.68066140051399,33.67376837879421,25.081526392272536,2219.5714285714284,0.9392483218976693,199.9181428571429,0.38718685282507204,0.8359511956609548,55.550342128794156,51.044868913363544,8.25681988317863,8.371807446890502,6.5716529388704625,4.6056390220188215,5.5264784189426255,4.2395370602312,244.9904652069709,0.0179904227783277,18.857449992007354,0.0671722069285882,42.54966634845834,3.1798695101655503,2.9512741919827543,light brown,BAP016,yellow
31,BAP016,e44cec04f426867b7b2f0e70406475267abbd164,125.40670725383929,77.07338765795741,62.59013218805195,48.92063209520919,34.035890847444556,25.58788593193251,2216.9285714285716,0.9358792022435128,197.57442857142857,0.3844319753555168,0.9452535862603584,55.52079225031149,51.082398939810886,7.572316822741625,7.98087224101524,6.375720408084543,4.796371480456532,5.846110061459744,4.44604112706301,242.79696266503234,0.03451159401260019,20.58018587978643,0.07156145887729844,44.69527806702784,2.868222025573357,3.138735044638449,light brown,BAP016,yellow
32,BAP017,0705b37359ab4109bc8ce7593c249a5243fc0034,123.85589937177988,81.71961327298331,71.5996534291368,48.760505722692365,35.48116010255539,28.53089488183078,2356.846153846154,0.9259799876291329,210.50811538461542,0.298665741891444,7.788399639041362,56.41636646809596,53.63204546460115,6.884033963000231,8.435982207946608,8.001196247605119,4.995373114617204,6.353619919765949,6.337635367606895,132.85832824710462,0.03536036060068867,19.663722889273885,0.07845147722161722,29.51426797517193,1.7234578264156457,1.742105781017415,light brown,BAP017,light red
