,sample,imageHash,MeanIntensity_r_mean,MeanIntensity_g_mean,MeanIntensity_b_mean,StdIntensity_r_mean,StdIntensity_g_mean,StdIntensity_b_mean,Area_mean,Solidity_mean,Perimeter_mean,Eccentricity_mean,Orientation_mean,MajorAxisLength_mean,MinorAxisLength_mean,MeanIntensity_r_std,MeanIntensity_g_std,MeanIntensity_b_std,StdIntensity_r_std,StdIntensity_g_std,StdIntensity_b_std,Area_std,Solidity_std,Perimeter_std,Eccentricity_std,Orientation_std,MajorAxisLength_std,MinorAxisLength_std
16,BAP009,2e6480df8b6d126a17aa15752cd23c18b7f32069,39295.2436934075,34045.02261182474,31994.036800919046,14783.85261239544,13610.858580391974,12171.707377342447,1985.3548387096773,0.9363494762293093,186.77474193548386,0.4446877145992492,-3.71236708537303,53.67702092442444,47.516917228796025,4477.054645649253,4882.7693415756885,4885.837080800811,1519.1366759398124,1644.454376837949,1599.4648140246536,268.6770736264505,0.03274931290893948,24.88116637936914,0.11303185422475336,37.9071001291862,3.587167932375685,4.083898188429361
17,BAP009,c4e0142a0b200b9885ce05fbd2b46859d631b85c,39370.90577580805,34102.07971984456,32078.194850092303,14606.405723583086,13452.259794307936,12017.833826267002,1967.8620689655172,0.9354739559649758,185.91948275862066,0.43745789363772203,-4.678842067248517,53.33811842098179,47.377047895416375,4586.361162360252,5007.061690633211,5012.993245737073,1547.370973040733,1659.8736815521634,1628.7785554287973,269.55528509776605,0.03346460525104073,21.36437484896742,0.11632804998987722,39.65270443208199,3.6894646477099897,4.0883259422323865
18,BAP010,4a35bcdb96d87a315db49829595a144c6fe817e8,42369.99975442886,35354.60717864335,31955.439536646,14792.23490897566,13323.333185166122,11697.452565282587,2569.8823529411766,0.918974356497676,230.13800000000006,0.44771476323062165,6.320836105038014,61.217796997023285,54.12491802233823,1494.343883429016,1808.9704998913571,2103.00242237376,982.0773024829584,1079.2371038259378,1213.1161090258597,371.1337065856358,0.07429845590234727,32.72078660701509,0.11377487394783381,42.703019997082784,4.293724026554867,4.500383969518754
19,BAP010,bd55b6bff7977d76c18dd44f4b0c228e6d3611f3,42642.7602785138,35614.245476631026,32155.534237565902,14701.371879073287,13289.809541031715,11664.795584489519,2593.0,0.9266324853415164,223.85653846153843,0.4596952873299732,4.181888432909009,61.481843276860054,54.13250142671206,1488.2820172734994,1769.3535082679607,2040.6610309581595,955.2343860744273,1066.456768850388,1214.8492328543286,352.5906378432883,0.05834230409158592,28.873217311883888,0.10152358912701827,43.77987692945408,4.037859522605053,4.233629098503917
20,BAP011,392324f09dad86423bfeb13e7f3c3845e27a108c,29074.253133311875,16600.303896702826,14496.426605433231,10713.739070296282,6657.048918865621,5238.132789265366,1942.2777777777778,0.929001462426472,194.04977777777776,0.6479485659009232,7.67400833431329,57.7187677387368,43.19675045760913,3346.0310792235714,2739.5531613335556,1867.2641869002734,1642.3522913856934,1855.6710859476748,1209.4463684672867,275.9149070777301,0.021234519598998674,21.188557532325166,0.0867116178387521,39.64068466252866,5.708867337613466,2.987072974064382
21,BAP011,6745ce16406daf25ccd2719d881f21479417edb9,28707.542356535014,16518.728478507768,14611.440767818378,10545.01148481902,6404.89908612676,5029.066378270324,1957.7368421052631,0.9210727959650461,203.31500000000003,0.6413515311435269,3.6707145117237783,57.83339769205071,43.54310761888073,3279.6441901043577,2651.222774859314,1864.9516472829923,1550.4904556463139,1686.2948877622564,1096.2580425727635,270.03000699619025,0.018190926950339064,17.215908650625057,0.09348342427060835,35.6171087725419,5.429024077230512,3.227133457746562
22,BAP012,6450d0b085bc4a15d0abcb5189974423bc4c5dcc,36842.98024512827,30580.632684342563,28526.947997957475,12983.974054343998,11761.00670289249,10654.497826024886,1965.4,0.9218253273132336,202.26306666666662,0.46186057203658365,-6.894310028032351,53.78476092558276,46.9608933969395,4478.728804378043,4607.03681059374,4543.728087575736,1696.720501121657,1864.0160225227671,1868.1693587333173,344.3866712147043,0.02886656400130948,26.205562310231056,0.135905845779974,47.54208024579441,3.5692720426344944,5.749139552832152
23,BAP012,6dd91428dc5c1cf1280b7999e959abdc3c7810fd,36957.61299557984,30677.24296957254,28637.399317882955,12706.434320267295,11552.615474984048,10447.257627602668,1950.0666666666666,0.926264302368316,193.68859999999998,0.4884056281824168,-2.6502515310473496,54.198316336407444,46.32124206000952,4518.977231208808,4646.742476063352,4573.733150199035,1633.7730481364479,1819.048171346127,1843.976765385759,337.8535627828386,0.02695207464662837,21.45294026243136,0.13553514845045228,47.68195330809618,4.116428346623318,5.978950945030467
24,BAP013,04c528ede56b050f8bfb10d3fc0a68fa75cd08eb,34141.86296386104,24215.150481101962,19275.127726721188,12826.192654080445,10170.55026466447,7593.077521260463,2013.5483870967741,0.9270469899743585,197.88922580645158,0.7195365653053994,-4.0825512708391924,61.068222235286065,42.2220681395212,2300.8631069609996,2670.3253500231945,2038.365239319214,1486.3902345435656,1632.0426178511466,1348.0734895407293,266.45848190786717,0.011876389806159678,18.317750454517565,0.042756589350643165,50.16800269595348,3.8130318265241248,3.527685406065628
25,BAP013,e2bf0b071a6be12c064d6be8919a0f543b0c0af9,34148.72549709398,24116.240198258314,19071.61212614737,12976.509519119283,10291.291069169532,7689.978868671463,2008.46875,0.9276201665423556,197.614625,0.7217881223523637,-4.788118687833194,61.12982602734369,42.07084340423125,2372.997440032173,2687.0755035860493,2082.082184736156,1499.6994781180172,1620.4767677481952,1320.5412439928587,259.1601801819398,0.016785686515276496,17.065494347914736,0.04630873193724181,49.40299109059636,3.8875967080840335,3.3997910992075724
26,BAP014,1a7c3bc997c7836c6eb3b237bfc08ba6b663c282,26207.38760980112,15245.486709933202,14149.081455352054,9514.728300039258,5720.416474845259,4835.428913437896,1572.2285714285715,0.9224927140656934,174.52697142857144,0.4270382789681708,-3.0577440407323486,47.500239184536895,42.582757192110535,2209.754039276515,1488.3824893420733,1019.2763118080389,1590.6246519046856,1329.4402852853948,901.8694756228234,235.60386565717684,0.029186718291649285,25.79056041346012,0.10700248416591672,51.40983824654693,3.0914581907189413,3.8278824819958004
27,BAP014,8a867b186fd7220dd10fe11e60e6fa21b0ae984b,26277.17541940511,15144.412630423903,13949.879558850076,9434.567125327878,5715.286693186497,4889.5848646061495,1554.0277777777778,0.9336540622035461,166.57408333333333,0.4147478552718297,4.774269261357795,47.111948142512624,42.34219788128498,2193.7449094503263,1515.3448017628332,1042.803377179288,1589.2721155353397,1339.7772255662214,899.3722050062173,238.84094960108746,0.022743001295379154,21.84254828719789,0.12704850956067754,44.689983192568235,3.4975230896700378,3.677780254765211
28,BAP015,7c7b33c3161e85911ede032baba25b0a0f10a490,37471.949797868736,30725.349155813452,29266.671913862236,12231.943778693669,11132.977255806329,10219.704688154156,2911.5882352941176,0.9349347085092449,237.40982352941177,0.5833878076591703,-16.176693044386713,68.14355270833838,54.86111946157858,2694.51979768141,3338.675900271515,3055.741201191321,1488.3657793258535,1560.4872041824046,1568.8588797445857,256.9919888886445,0.015618276364166163,23.172476268288897,0.08518841046184225,56.403870469016134,3.2731477377905467,3.4910324477578123
29,BAP015,c93f4e6e087d06f72605845a5fe76699b067f360,36735.86866969341,29927.533776273853,28545.669392574775,12238.049339071706,11034.731933611796,10056.31182275124,3001.4210526315787,0.9610367499774914,210.12563157894738,0.5682459870081245,-11.505467038296363,68.60104819943739,55.968676981101815,3088.8549020115684,3793.0834360472995,3447.245775153635,1416.553788396886,1613.1209843627348,1654.5626486788308,267.4460102918954,0.011283734049889815,12.247551670120878,0.08394695048873732,53.91399781911284,3.6737077120717303,3.161827680978737
30,BAP016,d8171589189cbb0702747e1e75e47f9711956e57,32207.494061999027,19976.41091269574,16285.848904627243,12413.568657131067,8586.810936592523,6395.789230029497,2219.5714285714284,0.9392483218976693,199.9181428571429,0.38718685282507204,0.8359511956609548,55.550342128794156,51.044868913363544,2105.4890702105504,2134.8108989570774,1675.7714994119676,1174.4379506147993,1409.2519968303693,1081.081950358956,244.9904652069709,0.0179904227783277,18.857449992007354,0.0671722069285882,42.54966634845834,3.1798695101655503,2.9512741919827543
31,BAP016,e44cec04f426867b7b2f0e70406475267abbd164,31978.71034972902,19653.713852779143,15960.483707953248,12474.761184278343,8679.152166098362,6524.910912642791,2216.9285714285716,0.9358792022435128,197.57442857142857,0.3844319753555168,0.9452535862603584,55.52079225031149,51.082398939810886,1930.9407897991143,2035.1224214588865,1625.8087040615583,1223.0747275164158,1490.758065672235,1133.7404874010674,242.79696266503234,0.03451159401260019,20.58018587978643,0.07156145887729844,44.69527806702784,2.868222025573357,3.138735044638449
32,BAP017,0705b37359ab4109bc8ce7593c249a5243fc0034,31583.25433980387,20838.501384610743,18257.911624429886,12433.928959286552,9047.695826151625,7275.378194866848,2356.846153846154,0.9259799876291329,210.50811538461542,0.298665741891444,7.788399639041362,56.41636646809596,53.63204546460115,1755.4286605650577,2151.175463026386,2040.3050431393053,1273.8201442273862,1620.173079540317,1616.097018739758,132.85832824710462,0.03536036060068867,19.663722889273885,0.07845147722161722,29.51426797517193,1.7234578264156457,1.742105781017415
33,BAP017,116ec40c2990301db55fec8c3d60d5ec4d2145bf,31751.4885456562,20898.373005419966,18273.88458175957,12318.53510315716,9026.448905691506,7263.02963525802,2344.16,0.9425329488942991,200.81007999999997,0.3218540933311841,2.0768561958887415,56.38435248343486,53.18630865031554,1823.7197956512978,2269.0637156723706,2145.6807748667397,1188.3721619957144,1600.348963579204,1614.2926082500153,139.8164511064417,0.020974687666918793,15.122763831720702,0.07614515694250754,27.594375359639358,1.721750023709949,1.864542857598991
34,BAP018,0730ac2787fa061ffcf76c78bacff6ce9e0a10c3,33877.69698941627,22495.918851708237,18378.746740197814,12879.94336450624,9595.145750025642,7407.184879134431,2092.5675675675675,0.9342538899437564,197.87840540540537,0.34897758563232667,-13.181237239498335,53.62963577562601,49.982046377540584,1817.9349506177405,1941.22481197436,1342.071488513981,1351.7637995510518,1611.4447507884327,1453.6616993266657,221.54126033321646,0.014266831882584208,17.27636228984476,0.08602103977168973,24.748037128077275,3.1816397966050065,2.699558971195265
35,BAP018,878af683057c1c5a993cad3a9738019a92637314,33810.13585882815,22353.444998691215,18184.057614680485,12845.02535900353,9539.887705812785,7365.692941129607,2086.189189189189,0.9271883957950682,202.47081081081078,0.35745307918295866,-16.570100646137373,53.704518883087935,49.892004976460164,1713.8628841487596,1811.983479171529,1243.1447441688674,1279.7770122860686,1493.9629295256768,1334.079816641535,218.8236019463366,0.050066061622293344,30.292688959217205,0.08227474287789426,24.407721211284613,3.168069675024983,2.5401424777201993
36,BAP019,13a61d0b21d5ba77c408d340eb1ffae679d1b62e,27888.361234698565,15395.045510991931,15419.585463284484,10035.26143059735,5988.999224376054,5529.710508354247,1869.4516129032259,0.9291712143087784,194.37564516129038,0.4355597267917451,-10.872220978008748,51.802991246083465,46.37005988679691,2205.2219036648385,1640.2484235936292,1499.2726624083557,1746.6357779110506,1447.0014575640373,1212.9482777256655,243.9848135587783,0.015268875942964156,17.348244375245173,0.08486061608495236,41.8691204224882,3.4048369991633542,3.3691487466682046
37,BAP019,9bc12dec5cb7eccf32dffb131c1b21d732860dda,27795.371582061052,15344.305882863693,15336.112716905775,10118.681141138079,6079.026497947052,5648.492457484827,1859.8666666666666,0.9297354490812109,191.14389999999995,0.4185902671524228,-10.482952310701373,51.444139059870274,46.435238209532685,2270.890964365731,1626.7091526327688,1443.5839586147522,1761.9608277303832,1462.6779999726873,1211.0010860439165,237.14156012860724,0.019342884530912225,19.739584145341933,0.09175492680583446,44.10137484768008,3.1778726862183175,3.462848525946547
38,BAP020,09060352b343dd79a0ef71fc951149ed7bcb507f,51518.02970252931,39927.91858814658,33523.260341696434,6186.54165510088,6606.7187637370125,5918.048742287792,511.05,0.7811934668900378,122.56030000000003,0.6616215630515618,5.043459259196472,33.532571680255145,23.358323720702174,2843.584227579613,3932.938354778879,3224.0621588803406,2035.591581007194,2100.476639416527,1796.4238124769395,101.37656482016368,0.06690008200652144,24.78336521497731,0.18346839473693913,43.71788640286684,5.017361932834191,4.371786745552005
39,BAP020,c939dd3c6a95b5312626eda448041a377bb6c26d,38205.97647428512,30404.621034208685,27677.80044833198,13628.451782371849,11954.805008601397,10204.159812536089,2530.1666666666665,0.9313806360776727,219.61791666666667,0.42057849207072046,0.5547940188627075,60.06702768492892,54.111830446699486,1937.238002810836,2172.502603929349,1993.1626826587367,1272.9271739824812,1264.8383099769417,1130.3351169232874,270.8791912124002,0.017420045500292317,17.03777037596346,0.08806512586656152,28.97162225823824,3.8409655250289783,2.7415347131545844
40,BAP021,d869707ca6cf6092a6ad8461e3bab1350f6d0c0c,39568.62409748137,32145.95450535416,28552.570719085637,15025.62784086912,13204.212727956476,11156.007178779695,1785.5555555555557,0.9154748987973343,186.63333333333333,0.394418261990085,-12.091980636961418,50.54099583138118,45.88223603015859,1378.4028917669496,1707.232757563423,2034.4782366196382,746.1279305111789,966.9746591990718,1046.7775309400329,152.19225518955466,0.07785473744439149,34.47272704120088,0.1067240314498813,27.63370453794462,4.196593860286276,2.407525955920556
41,BAP021,dc4b6329e2aed6c8e0de76540482e35a734ae156,39725.477700499265,32370.85671873914,28799.609240748592,15079.186155324858,13280.19674752612,11242.94910046297,1769.3513513513512,0.9223175329498499,185.1898648648649,0.3850834418321383,-9.747204208846961,49.78749461802338,45.65165447908887,1453.8772302095203,1860.1264083017584,2212.6285210756764,744.5165260761198,979.5691863400739,1109.3288108463412,158.4328136986037,0.04158600675851854,19.90494824459788,0.09446553935348198,26.93142174766869,2.309136343825149,2.509405795809979
