,b,r,sample,g,closest color
309,61.75448011,51.91463778,BAP186,52.96346903,dark brown
310,90.2010804,147.3532245,BAP187,109.7678837,light brown
311,85.87768478,141.3452843,BAP187,102.5484632,light brown
312,79.70333317,123.4769558,BAP188,86.52527619,dark brown
313,81.8789151,125.3468677,BAP188,88.60909318,red
314,136.1509293,183.2056446,BAP189,149.5992969,chalky white
315,134.2750298,181.7286841,BAP189,147.8490441,chalky white
316,131.8225936,176.9273666,BAP190,145.0774184,chalky white
317,135.4851026,182.8253199,BAP190,149.1917465,chalky white
318,119.8022344,180.6607491,BAP191,137.0198916,cream
319,125.7427056,175.8875002,BAP191,137.8202257,cream
320,119.8495441,158.2627341,BAP192,131.2188856,yellow
321,122.059668,160.452416,BAP192,133.4632968,cream
322,112.857938,162.9057041,BAP193,127.9439971,yellow
323,115.3235855,165.882829,BAP193,131.718297,yellow
324,87.73389951,160.1106395,BAP194,101.9970214,light brown
325,89.25110966,161.7009588,BAP194,103.2391623,light brown
326,83.52603572,147.2045398,BAP195,95.16466674,light brown
327,83.11740098,150.3232863,BAP195,95.73079142,light brown
328,147.5369298,187.5664742,BAP196,159.3209341,white
329,153.3759124,188.6645657,BAP196,164.2599851,white
330,135.1998936,177.5725586,BAP197,149.7479016,chalky white
331,141.5659796,181.7343325,BAP197,156.0463095,pearl
332,71.15974217,122.2926522,BAP198,76.94068293,dark brown
333,70.36080806,124.5961609,BAP198,76.11693649,dark brown
334,156.025303,189.6862333,BAP199,167.257921,white
335,157.5685678,191.8088142,BAP199,168.9851591,white
336,126.6524336,164.6726281,BAP200,136.8723856,cream
337,121.173242,159.209608,BAP200,131.0366433,cream
338,60.09257143,114.2914286,BAP201,62.18571429,dark brown
339,123.0471487,183.33759,BAP202,144.1065515,cream
340,116.3140264,176.2569396,BAP202,136.9282488,cream
341,96.59035723,153.1611338,BAP203,109.3086516,light brown
342,97.47956135,157.7671104,BAP203,111.2891267,yellow
343,107.8221448,161.2427785,BAP204,119.9192404,yellow
344,107.3548274,161.4510277,BAP204,119.8335524,yellow
345,160.9906362,185.8695676,BAP205,168.783277,white
346,160.3612594,187.8040724,BAP205,169.3250929,white
347,147.4889269,173.5371807,BAP206,154.2542633,pearl
348,145.5259469,172.2384014,BAP206,152.2884325,pearl
349,88.01779145,148.0198253,BAP207,100.6742849,light brown
350,87.25894389,144.8560904,BAP207,98.55503527,light brown
351,118.1683985,160.5791921,BAP208,129.6644439,yellow
352,122.4706626,165.9672571,BAP208,134.5234291,cream
353,67.21642381,58.40465589,BAP210,58.71834337,dark brown
354,68.51331845,136.4569056,BAP210,84.24858227,red
355,61.18521969,107.3164301,BAP212,66.07282658,dark brown
356,61.86643292,118.6956961,BAP212,69.52618538,dark brown
357,63.06114005,116.6962623,BAP213,71.5643857,dark brown
358,65.60363995,56.09653412,BAP213,56.78359508,dark brown
359,45.08488123,36.75499325,BAP214,37.62681688,dark brown
360,71.11632694,129.1808966,BAP214,82.3697367,dark brown
361,100.0427056,147.0687921,BAP215,114.8277192,yellow
362,95.80211975,141.3204683,BAP215,109.6393798,light brown
363,62.78185745,54.5637149,BAP216,55.11015119,dark brown
364,44.14796809,36.33403224,BAP216,36.97271298,dark brown
365,75.4245956,112.6109335,BAP217,81.82499009,dark brown
366,85.47646626,120.3516984,BAP217,91.14517245,dark brown
367,85.48894494,138.584835,BAP218,96.38413791,light brown
368,79.81604958,140.6051472,BAP218,91.38649922,red
369,110.9438598,152.5768429,BAP219,123.1907895,yellow
370,114.9840922,156.7954765,BAP219,127.7090473,yellow
371,111.1793373,147.4825366,BAP220,121.6707786,yellow
372,111.8955251,153.5372546,BAP220,123.5474666,yellow
373,36.37738024,28.47464796,BAP221,30.27171427,dark brown
374,50.07548716,40.99397433,BAP221,42.22894738,dark brown
375,67.15146099,129.2746407,BAP222,75.04781582,dark brown
376,61.9550985,53.10217414,BAP222,53.30081789,dark brown
377,110.5893988,154.9294335,BAP223,124.0674632,yellow
378,109.4083028,153.0226541,BAP223,122.5308259,yellow
379,35.60263686,28.53374048,BAP224,30.11665907,dark brown
380,64.65805572,130.9126773,BAP224,76.45784427,dark brown
381,46.61440582,38.57700574,BAP225,39.12099664,dark brown
382,35.55173924,28.51089815,BAP225,30.18236201,dark brown
383,111.7404511,159.5797301,BAP226,126.3076608,yellow
384,109.4732126,157.5430349,BAP226,124.0129787,yellow
385,109.7039074,165.7236792,BAP227,124.3933358,yellow
386,109.6153661,167.5790259,BAP227,125.1874539,yellow
387,34.41711457,27.55151016,BAP228,29.04335242,dark brown
388,37.8609646,30.64759919,BAP228,31.96930328,dark brown
389,38.56377746,30.952533,BAP229,32.53483681,dark brown
390,60.7944485,52.42718698,BAP229,52.83440136,dark brown
391,140.2696635,186.2723123,BAP230,156.2370423,white
392,141.4684711,187.9097322,BAP230,157.708091,white
393,121.4382651,169.2268569,BAP231,135.8763281,cream
394,115.6077855,161.6221145,BAP231,128.6293054,yellow
395,137.9550519,175.6412811,BAP232,149.9273199,chalky white
396,144.1652521,182.2758748,BAP232,156.6235808,white
397,157.226107,190.713913,BAP233,168.4963349,white
398,146.3727602,178.2212943,BAP233,156.0240959,pearl
399,146.228207,185.9738976,BAP234,160.2094424,white
400,141.2561805,178.7208057,BAP234,153.8774447,pearl
401,157.587486,189.0155433,BAP235,167.5562957,white
402,116.3930885,162.7605852,BAP236,131.3186768,yellow
403,118.1187315,165.0941137,BAP236,133.7595184,cream
404,82.85133171,156.4106284,BAP237,94.80588974,light brown
405,85.10529007,158.4639341,BAP237,97.48488449,light brown
406,125.2255229,174.0689057,BAP238,137.4393664,cream
407,129.790418,181.0182752,BAP238,143.4684164,cream
408,141.8926645,187.5352752,BAP239,158.706965,white
409,136.2782296,181.7545362,BAP239,152.7168394,pearl
410,95.65808624,155.8051808,BAP240,110.4983608,light brown
411,95.16195044,150.2755917,BAP240,109.0670048,light brown
412,100.2080983,156.8008722,BAP240,114.9217107,yellow
413,68.11554103,118.8098168,BAP241,69.75619319,dark brown
414,68.13679404,114.6313455,BAP241,68.25613871,dark brown
415,105.234472,170.7764675,BAP242,117.3337366,yellow
416,96.14492418,160.1289318,BAP242,106.9034271,light brown
417,57.98195123,122.6585704,BAP243,58.8753712,dark brown
418,58.17090172,125.7442004,BAP243,59.47758864,dark brown
419,120.1312889,164.1521422,BAP244,134.0779446,cream
420,119.9027876,165.7009947,BAP244,135.3821174,cream
421,152.7463688,192.044307,BAP245,165.2920693,white
422,156.0986877,195.2756665,BAP245,169.6205513,white
423,143.2516421,183.934344,BAP246,156.5595656,white
424,144.2641907,183.3330614,BAP246,156.8784905,white
425,86.56422279,157.0374726,BAP247,99.59121524,light brown
426,95.7029098,168.7978871,BAP247,109.4893908,yellow
427,92.10585168,150.6203445,BAP248,101.4731097,light brown
428,90.59639361,149.8001562,BAP248,100.4787417,light brown
429,51.13769547,43.20590086,BAP249,43.42919864,dark brown
430,59.59166682,105.1343619,BAP249,65.39448604,dark brown
431,64.21802794,121.3716461,BAP250,73.99034974,dark brown
432,67.43583168,116.2218669,BAP250,74.68195131,dark brown
433,47.93476168,39.08942107,BAP251,40.59613139,dark brown
434,63.90549945,110.9130576,BAP251,64.6093589,dark brown
435,70.3866731,79.08127768,BAP252,66.10819017,dark brown
436,78.24201945,126.4416926,BAP252,83.62133763,dark brown
437,129.6450364,163.3049898,BAP253,136.5212607,cream
438,132.2237042,165.642554,BAP253,139.060743,cream
439,91.76542397,148.9599725,BAP254,110.6087181,light brown
440,86.26432558,144.217105,BAP254,103.8408148,light brown
441,77.02831921,133.4576385,BAP255,85.31844811,red
442,71.6682707,122.1595375,BAP255,78.88163135,dark brown
443,118.5037938,165.4336703,BAP256,133.6652979,cream
444,112.9316859,157.6539586,BAP256,126.5115071,yellow
445,150.3638847,184.0662671,BAP257,159.819067,white
446,148.9315744,181.7469598,BAP257,158.1167286,white
447,159.3591613,189.1615085,BAP258,168.9571778,white
448,158.8037737,190.0986048,BAP258,169.0537705,white
449,151.6714662,185.5161164,BAP259,161.7698813,white
450,150.3784082,183.5870882,BAP259,160.3323878,white
451,112.4855728,139.5390609,BAP260,113.69221,yellow
452,115.5605852,145.5894785,BAP260,119.0539773,yellow
453,74.42594498,136.7072483,BAP261,89.06123805,red
454,77.44646712,135.5155206,BAP261,91.20639426,red
455,60.11434383,49.95336429,BAP262,50.72079731,dark brown
456,62.09325136,114.0824904,BAP262,66.91881366,dark brown
457,157.0278562,192.5864833,BAP263,170.6567301,white
458,155.363683,190.6572161,BAP263,168.8032918,white
459,134.3181266,181.167552,BAP264,149.8487264,chalky white
460,133.5550609,180.5581473,BAP264,149.1121137,chalky white
461,66.09458134,121.9457776,BAP265,74.2270348,dark brown
462,79.63792972,128.4778577,BAP265,86.3382595,red
463,82.15972371,131.3161722,BAP266,89.33227022,red
464,43.65865446,35.30194035,BAP267,35.99037905,dark brown
465,47.13324233,38.529232,BAP267,39.37492078,dark brown
466,143.8109483,185.1917672,BAP268,157.5486637,white
467,140.0194845,181.9104865,BAP268,154.070211,pearl
468,107.2224839,155.5536085,BAP269,122.1240542,yellow
469,104.8040833,148.7567186,BAP269,117.7045998,yellow
470,62.26818405,53.88893818,BAP270,54.33622982,dark brown
471,68.44774625,141.7465772,BAP270,80.39294548,red
472,73.89744993,142.8297711,BAP271,84.27730928,red
473,72.94830167,141.5890324,BAP271,82.95037942,red
474,36.19860787,29.04514799,BAP272,31.04824772,dark brown
475,67.36414827,133.2764145,BAP272,79.8171025,dark brown
476,155.3638626,188.3189169,BAP273,164.7111083,white
477,151.8271573,186.8753708,BAP273,161.9565523,white
478,149.8754469,178.6466896,BAP274,154.5986961,pearl
479,144.5268363,175.4679704,BAP274,149.5214692,pearl
480,64.631999,129.1504459,BAP275,74.53377666,dark brown
481,63.42100781,127.4458886,BAP275,73.751294,dark brown
482,115.8751556,161.9234491,BAP276,131.2814103,yellow
483,113.3686343,164.7770835,BAP276,132.0390011,yellow
484,150.5692223,177.4906847,BAP277,156.7682203,white
485,150.5346488,179.4399455,BAP277,157.8821387,white
486,123.1841115,151.2773783,BAP278,128.1201103,yellow
487,121.9730594,149.4517535,BAP278,126.821958,yellow
488,149.9509742,181.9322548,BAP279,157.3770196,white
489,144.2858883,175.4223277,BAP279,150.4274129,pearl
490,77.86336473,149.247882,BAP280,98.40076028,light brown
491,77.2061603,149.4298494,BAP280,98.2245103,light brown
492,157.3309772,185.6464884,BAP281,164.5935439,white
493,151.8490752,179.7679285,BAP281,158.1569681,white
494,142.3083873,176.4378823,BAP282,151.4346753,pearl
495,140.505418,173.1249437,BAP282,149.1585299,chalky white
496,137.1200186,161.7069972,BAP283,141.1222678,chalky white
497,137.8399344,163.8785678,BAP283,142.5775205,chalky white
498,162.7899795,188.7124504,BAP284,168.9991301,white
499,160.5493494,185.8145851,BAP284,166.4318608,white
500,53.67828843,91.11014263,BAP285,53.57131537,dark brown
501,75.94986802,148.8432241,BAP286,88.12508049,red
502,76.9228349,152.6531789,BAP286,90.33958504,red
503,57.92627851,112.9729152,BAP287,59.45534319,dark brown
504,68.70052838,59.22992837,BAP287,60.08704923,dark brown
505,60.79097107,113.12441,BAP288,63.00596215,dark brown
506,61.63409825,116.0791113,BAP288,64.32394887,dark brown
507,101.7143399,150.309375,BAP289,116.9105905,yellow
508,100.5480147,148.6359317,BAP289,116.1047797,yellow
509,144.4876735,177.156844,BAP290,154.2709393,pearl
510,156.7874045,191.9688281,BAP290,168.6766358,white
511,160.0710009,186.0552847,BAP291,165.1486453,white
512,150.6176203,177.3461033,BAP291,155.2412741,pearl
513,129.9067061,165.2982982,BAP292,135.1848173,cream
514,142.9022173,178.6732332,BAP292,150.2506318,pearl
515,91.62467783,150.1929193,BAP293,100.8011566,light brown
516,91.25470101,149.878475,BAP293,100.634622,light brown
517,130.6373281,171.7493124,BAP294,142.7529039,cream
518,131.0475827,171.1375066,BAP294,143.1658892,cream
519,53.19093851,84.82588997,BAP295,54.16116505,dark brown
520,68.75792111,119.5186314,BAP295,76.63884503,dark brown
521,65.50961288,134.0782991,BAP296,76.75378204,dark brown
522,66.51200046,137.8602425,BAP296,77.84514064,dark brown
523,44.11836911,36.19734997,BAP297,37.05735858,dark brown
524,104.0811765,138.946466,BAP297,114.8380485,yellow
525,73.59563855,147.9864612,BAP298,92.35878605,red
