,sample,r,g,b,closest color
603,SAP313,189.3732419,166.63303,159.4937295,white
604,SAP313,189.5777163,166.9364245,159.7763639,white
605,SAP314,175.3146028,146.15795,130.4076627,chalky white
606,SAP314,175.7533504,146.7838566,131.1639694,chalky white
607,SAP315,181.5914618,148.7871594,131.4960619,chalky white
608,SAP315,181.2516217,148.4298569,131.0156635,chalky white
609,SAP317,176.5861915,146.5569543,129.7968253,cream
610,SAP317,176.4941958,146.3129803,129.4708824,cream
611,SAP318,176.9483676,139.3710424,115.6898898,cream
612,SAP318,176.3467079,138.8532992,115.1208581,cream
613,SAP319,169.2881692,110.763789,97.81944069,yellow
614,SAP319,169.6389072,111.2732497,98.39711195,yellow
615,SAP320,179.433703,150.8782703,136.8208769,chalky white
616,SAP320,179.2376439,150.5675954,136.5079057,chalky white
617,SAP321,181.5639686,150.1704953,132.136093,chalky white
618,SAP321,181.8938804,150.5545666,132.5023535,chalky white
619,SAP322,181.1395179,153.7960342,139.3501406,pearl
620,SAP322,180.9828781,153.577556,139.0586886,pearl
621,SAP323,151.248599,94.24554383,78.04644068,light brown
622,SAP323,150.8630196,93.63291008,77.24330913,red
623,SAP324,173.8498809,141.7239,125.7821185,cream
624,SAP324,173.5564634,141.3948944,125.3974009,cream
625,SAP325,192.7887922,168.6073962,155.7657083,white
626,SAP325,192.7305463,168.5818998,155.8199686,white
627,SAP326,185.5229391,156.1267329,143.6441819,white
628,SAP326,185.6424991,156.4143489,143.8781034,white
629,SAP327,189.639587,166.9136205,159.7581745,white
630,SAP327,189.930467,167.2966274,160.1572463,white
631,SAP328,172.8574077,138.3469233,119.4927208,cream
632,SAP328,172.5933748,138.1022386,119.4582082,cream
633,SAP329,186.3087732,154.7520597,136.7220102,pearl
634,SAP329,186.5588419,155.0519689,137.0885059,pearl
635,SAP330,188.2633347,159.1127936,143.3396,white
636,SAP330,188.1384034,158.8595336,143.0157331,white
637,SAP331,173.3490436,145.5022283,130.6332093,cream
638,SAP331,172.8586083,144.9084878,130.037283,cream
639,SAP332,178.5374356,149.4099064,134.8390891,chalky white
640,SAP332,178.1226647,149.1296993,134.6259864,chalky white
641,SAP333,174.7204655,138.0219178,124.2237543,cream
642,SAP333,174.3097793,137.1803551,123.3326082,cream
643,SAP334,175.1364826,141.6732614,127.8245602,cream
644,SAP334,174.7922935,141.3042526,127.3659355,cream
645,SAP335,167.9157205,134.4561569,117.3728902,cream
646,SAP335,168.1521728,134.8128321,117.8651467,cream
647,SAP336,184.970958,155.2808026,139.2159695,pearl
648,SAP336,184.7174885,155.0002672,138.7970697,pearl
649,SAP337,135.3057121,80.58785,71.53890639,red
650,SAP337,135.5309056,80.96325359,72.00947524,red
651,SAP338,140.9968452,86.74580003,76.18447801,red
652,SAP338,141.2634023,87.18898615,76.91549305,red
653,SAP339,177.0757979,145.9522038,128.0323788,cream
654,SAP339,176.9782791,145.7038534,127.6530156,cream
655,SAP340,186.6793145,152.2073889,132.5315921,pearl
656,SAP340,186.1953997,151.9713185,132.5596098,chalky white
657,SAP341,177.8564717,152.3923011,143.5717748,pearl
658,SAP341,177.400771,151.3029426,142.4034892,pearl
659,SAP342,163.2006544,120.4388187,104.5387498,yellow
660,SAP342,163.4315365,120.8271198,104.9838358,yellow
661,SAP343,179.4337409,148.5816097,133.4713486,chalky white
662,SAP343,179.680044,148.9290325,133.8671014,chalky white
663,SAP344,178.3090678,152.7253664,139.1979781,pearl
664,SAP344,178.4642517,152.9625905,139.4968085,pearl
665,SAP345,151.0502834,111.8694549,86.20810572,light brown
666,SAP345,151.9155307,112.6178955,86.23415594,light brown
667,SAP346,154.9443453,119.1840601,113.5446355,yellow
668,SAP346,158.0899202,122.7845489,117.0675378,yellow
669,SAP347,154.9373648,86.93867263,77.0084854,red
670,SAP347,154.6436838,86.41503598,76.41678152,red
671,SAP348,173.6940913,146.8586585,138.2282601,chalky white
672,SAP348,173.293305,146.2531737,137.6409855,chalky white
673,SAP349,179.8736868,147.562067,139.4263891,chalky white
674,SAP349,177.7210617,145.3165716,137.863379,chalky white
675,SAP350,171.0277553,138.3024482,121.9201475,cream
676,SAP350,171.2761368,138.6574897,122.3552309,cream
677,SAP351,181.546424,150.9099723,134.6910065,chalky white
678,SAP351,181.6209976,150.8619448,134.542904,chalky white
679,SAP352,151.8243895,77.91678025,70.08555719,red
680,SAP352,152.1787189,78.57080674,70.92964109,red
681,SAP353,188.4752688,162.9890034,148.6668001,white
682,SAP353,189.0289616,163.6023456,149.2371489,white
683,SAP354,181.8096839,153.2138279,141.4441805,pearl
684,SAP354,181.9829394,153.4659894,141.7379632,pearl
685,SAP355,144.8500774,86.29768954,77.21772894,red
686,SAP355,144.5999237,85.79966783,76.60711558,red
687,SAP356,158.0262736,102.5987188,89.16273858,light brown
688,SAP356,158.4999909,103.1318032,89.72549125,light brown
689,SAP357,126.4048866,78.93541488,72.49935446,dark brown
690,SAP357,126.1063186,78.57966692,71.94003901,dark brown
691,SAP358,182.371488,156.1381044,146.0044188,white
692,SAP358,182.6450476,156.5298383,146.414921,white
693,SAP359,164.0100997,128.7514399,109.852649,yellow
694,SAP359,163.6153697,128.348364,109.3029179,yellow
695,SAP360,141.9987142,77.05061853,70.24702666,red
696,SAP360,142.4661792,77.64455154,71.0729149,red
697,SAP361,183.2479814,157.7919253,146.0929142,white
698,SAP361,183.2056509,157.7807198,146.177019,white
699,SAP362,165.43512,110.7876764,98.77099279,yellow
700,SAP363,152.3002344,88.12792555,81.61986423,red
701,SAP363,151.9063701,87.56659711,80.93321166,red
702,SAP364,181.7008108,155.4818194,143.9096971,pearl
703,SAP364,181.9412013,155.7689005,144.2118634,pearl
704,SAP365,156.2327348,124.7510766,112.9880673,yellow
705,SAP365,155.9863951,124.3260463,112.499213,yellow
706,SAP366,150.2275292,101.72462,90.80951803,light brown
707,SAP366,149.2047523,100.3207576,89.34209343,light brown
708,SAP367,193.5137409,170.100636,158.3537913,white
709,SAP367,194.0666542,170.8036071,159.1782299,white
710,SAP368,164.9577618,137.1148663,128.1916439,cream
711,SAP368,165.2107427,137.4453048,128.5353404,cream
712,SAP369,167.5257537,127.9653286,107.1606937,yellow
713,SAP370,169.9646491,131.6233788,110.5356122,yellow
714,SAP370,169.414841,131.1519493,110.2373118,yellow
715,SAP371,166.6902351,134.9899803,119.5494217,cream
716,SAP371,165.5292013,133.5049347,117.7580196,cream
717,SAP372,162.8182122,111.3346132,87.93054302,light brown
718,SAP372,162.5336088,110.5987465,87.33893177,light brown
719,SAP373,172.5050894,142.013236,128.4603346,cream
720,SAP373,172.9568025,142.5456385,128.983774,cream
721,SAP374,170.2524215,141.2640417,127.0070319,cream
722,SAP374,170.0405591,140.9368363,126.6478339,cream
723,SAP375,165.3655852,99.33404293,87.79703264,light brown
724,SAP375,165.684696,99.86483329,88.46925511,light brown
725,SAP376,151.6289462,103.7974295,83.69083915,light brown
726,SAP376,151.3661675,103.3712823,83.05199614,light brown
727,SAP377,147.4539438,89.16178381,73.89379769,red
728,SAP377,147.2013282,88.67227616,73.18442358,red
729,SAP379,148.069077,96.54614726,79.30952764,light brown
730,SAP379,147.6324321,95.94406171,78.64387379,light brown
731,SAP380,151.743487,102.761606,88.79211526,light brown
732,SAP380,151.5486482,102.9368036,89.27317295,light brown
733,SAP381,156.5144653,103.7771503,81.09171647,light brown
734,SAP381,156.4909807,103.9384523,81.31183145,light brown
735,SAP382,159.3430761,109.2697424,90.03454945,light brown
736,SAP382,159.0590494,108.9018361,89.57629606,light brown
737,SAP383,138.4487306,85.4545496,79.70750081,red
738,SAP383,138.7766811,86.17796456,80.75253878,red
739,SAP384,124.9844676,76.57291845,68.1917407,dark brown
740,SAP384,125.6830891,77.30044949,69.12463601,dark brown
741,SAP385,166.2073962,133.7688178,121.0840021,cream
742,SAP385,166.4665275,133.7937532,120.9370394,cream
743,SAP386,186.6477238,157.1192269,142.5536447,white
744,SAP386,186.9490134,157.4424848,142.9291324,white
745,SAP387,168.2564425,123.3249682,103.7408298,yellow
746,SAP387,168.8679426,123.9565763,104.2917684,yellow
747,SAP388,188.4073548,164.7353151,152.2443169,white
748,SAP388,188.5067558,164.79889,152.24815,white
749,SAP389,153.3728616,101.1866715,80.91426511,light brown
750,SAP389,153.4768465,100.9245359,80.273473,light brown
751,SAP390,168.4094675,136.3067126,123.590864,cream
752,SAP390,168.6974761,136.6610569,124.0800512,cream
753,SAP391,130.5418223,78.20104991,67.73079143,dark brown
754,SAP391,130.8338113,78.77527593,68.5539865,dark brown
755,SAP392,172.590503,141.2676377,124.9747885,cream
756,SAP392,172.3496686,140.9041227,124.5595128,cream
757,SAP394,148.8549128,82.75201609,69.341423,red
758,SAP394,151.3790821,82.88260869,66.99995138,red
759,SAP395,170.7118629,136.672903,118.0150528,cream
760,SAP395,170.6155273,136.7566006,118.2318264,cream
761,SAP396,136.8974283,87.48475532,68.25172546,red
762,SAP396,136.73127,87.0885037,67.49440267,red
763,SAP397,138.9880003,83.45024646,73.00431883,red
764,SAP397,139.3646162,84.11939112,73.88771565,red
765,SAP398,152.6890255,93.94421377,84.23739147,light brown
766,SAP398,152.3695589,93.40792981,83.61360682,light brown
767,BTX623,179.7895413,150.7333186,136.0113995,chalky white
768,BTX623,179.8432668,150.7199581,136.1261014,chalky white
